name,summary,calories,protein,carbs,fat,meal_type,ingredients,instructions,servings,prep_time,cook_time,course,nutrition_details,proper_meal_type,dish_type,t2d_suitable,cvd_suitable,healthiness
Khow Suey (Pakistani Curried Noodles),Khow Suey (Pakistani Curried Noodles) is a lightly spicy chicken coconut curry served over egg noodles with an assortment of toppings.,609.0,37.0,47.0,31.0,dinner,"['1/4 cup cooking oil', '1 onion', '1 tsp garlic paste', '2 lbs boneless chicken', '2 tsps red chilli powder', '1/2 tsp turmeric', '2 tsps salt', '1/2 cup gram flour (besan) (see notes)', '2 tomatoes (see notes)', '4 cups water', '1 can coconut milk', '1 package egg noodles (see notes)', '2 tbsp olive oil', '4 eggs', '4 green onions', '1/2 cup crispy noodles (see notes)', '2 lemons', '4 tbsp crushed red pepper']","['Heat the cooking oil and saute the finely diced onion in it.', 'Once the onion is light brown, add the garlic paste and saute for 30 seconds.', 'Add the cubed chicken pieces and sear them till they are no longer pink and translucent.', 'Add all of the spices and saute for 2-3 minutes.', 'Add the gram flour(besan) and roast for a minute or two (see notes)', 'Add the diced tomatoes and saute till they release water.', 'Add the 4 cups of water to the mixture, stir, cover, and cook on medium heat for 10 minutes (see notes)', 'Add the coconut milk and simmer for another 10 minutes.', 'Fill a 6 quart cooking pot ¾ full of water, add a teaspoon full of salt and bring the water to a boil.', 'Once the water is at a rolling boil, add the packet of egg noodles to it and boil till the pasta is cooked.', ""Drain the water and toss the pasta with the 2 tbsp of olive oil so it doesn't stick together."", 'Hard boil the eggs, and then cool, peel, and dice them.', 'Chop both the green and white parts of the green onions.', 'Quarter the lemons.']",8.0,"15
minutes","30
minutes",Main Course,"{'Saturated Fat': '14 g', 'Polyunsaturated Fat': '5 g', 'Monounsaturated Fat': '10 g', 'Trans Fat': '0.1 g', 'Cholesterol': '190 mg', 'Sodium': '873 mg', 'Potassium': '992 mg', 'Fiber': '7 g', 'Sugar': '6 g', 'Vitamin A': '1839 IU', 'Vitamin C': '24 mg', 'Calcium': '83 mg', 'Iron': '4 mg'}",dinner,main,no,no,5
Chicken Karahi (Pakistani Recipe),"Ready in just 30 minutes, Chicken Karahi (Pakistani Recipe) is a semi-dry curry with an emphasis on tomatoes, ginger, chilies, and cilantro.",198.0,11.0,7.0,14.0,dinner,"['2 lbs cut chicken (see notes)', '1/4 cup ghee (see notes)', '1 diced onion (see notes)', '2 tsp garlic paste (see notes)', '2 oz tomato paste (see notes)', '4 chopped roma tomatoes', '2 tsp salt', '1 tsp red chili powder', '1/2 tsp turmeric', '1 tbsp coriander seeds (see notes)', '1 tbsp cumin seeds (see notes)', '2 tbsp dried fenugreek leaves (see notes)', '4 sliced green chillies (see notes)', '2 inch julienned piece of ginger (see notes)', '1/2 cup chopped cilantro']","['Heat the ghee until it melts, and then add the finely diced onions to it.', ""Cook the onion until it's translucent, and then add the garlic paste to it and saute for 30 seconds or so."", 'Add the chicken next, a few pieces at a time, and saute till it turns opaque. (see notes)', 'Add the chopped Roma tomatoes and mix.', 'Add the tomato paste, salt, red chili powder and turmeric.', ""Stir and cook till the Roma's start to release water and the tomato paste and spices mix in."", 'Saute the coriander and cumin seeds for 30-45 seconds, then grind them in a mortar and pestle.', 'Add these and the fenugreek leaves to the chicken karahi and mix.', 'Add the green chilies and all but two tablespoons of the ginger and cook for 3-5 minutes.(see notes)', 'Mix in all but 2 tablespoons of the cilantro and turn the stove off.', 'Garnish with the remaining ginger and the cilantro, and serve the karahi with fresh hot naan.']",8.0,"15
minutes","30
minutes",Main Course,"{'Saturated Fat': '6 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '5 g', 'Trans Fat': '0.1 g', 'Cholesterol': '55 mg', 'Sodium': '759 mg', 'Potassium': '313 mg', 'Fiber': '2 g', 'Sugar': '3 g', 'Vitamin A': '594 IU', 'Vitamin C': '11 mg', 'Calcium': '30 mg', 'Iron': '2 mg'}",lunch,main,yes,maybe,7
Kofta Curry Recipe (Pakistani Meatballs),This Kofta Curry Recipe (Pakistani Meatballs) is an easy version of a popular spicy curry prepared with juicy beef meatballs.,427.0,22.0,13.0,32.0,dinner,"['2 lbs ground beef (see notes)', '1 onion', '1 tsp garlic paste', '1 tsp ginger paste', '2 green chilies', '1/2 cup cilantro', '2 slices bread (see notes)', '2 tsp red chili powder', '2 tsp salt', '2 tsp cumin powder', '2 tsp coriander powder', '1/4 cup cooking oil', '2 onions', '2 tsp garlic paste', '2 tsp ginger paste', '4 roma tomatoes (see notes)', '1 cup yogurt', '1 tsp salt', '2 tsp red chili powder', '2 tsp coriander powder', '1/2 tsp turmeric powder', '2 green chilies', '1/4 cup cilantro']","['Preheat the oven to 400° F.', 'Put the onion, garlic, ginger, green chilies, and cilantro in a food processor and grind to a paste.', 'Add in the bread and powdered spices and pulse till everything is well mixed.', 'Mix the ground beef and all of the above ingredients in a large bowl by hand just until combined (see notes).', 'Let the mixture marinate in the fridge for 30 minutes.', 'Shape the mixture into 24 equal meatballs and place them on a baking tray (see notes)', 'Bake them for 15 minutes (see notes).', 'Heat the cooking oil.', 'Dice the onions and saute them till they are a dark medium brown.', 'Add the garlic paste and saute for 1 minute.', 'Add the chopped tomatoes to the pot and fry just till they start to release water.', 'Add all of the spices and some water, cover, and cook for 15 minutes.', 'After 15 minutes, let the water evaporate, and add the green chilies.', 'Start roasting the mixture and add in the yogurt, a few spoonfuls at a time (see notes).', 'Once you have a thick, puree-like consistency to the curry and the oil has separated, add 2 cups of water (see notes).', 'Add the koftas and ginger, cover, and simmer for 15 minutes (see notes).', 'Uncover and cook on medium heat until the oil separates and rises to the top of the curry.', 'Garnish with the chopped cilantro and serve.']",8.0,"45
minutes","45
minutes",Main Course,"{'Saturated Fat': '10 g', 'Polyunsaturated Fat': '3 g', 'Monounsaturated Fat': '15 g', 'Trans Fat': '1 g', 'Cholesterol': '84 mg', 'Sodium': '1092 mg', 'Potassium': '557 mg', 'Fiber': '3 g', 'Sugar': '5 g', 'Vitamin A': '694 IU', 'Vitamin C': '11 mg', 'Calcium': '98 mg', 'Iron': '3 mg'}",dinner,main,maybe,no,4
Nihari Recipe (Pakistani Beef Shank Stew),"This Nihari (Pakistani Beef Shank Stew) is a traditional slow-cooked one-pot meal made with a beef shank in a rich, spicy gravy.",459.0,33.0,18.0,29.0,breakfast,"['10 whole green cardamom ', '2 whole black cardamom', '3 whole cinnamon sticks', '2 whole star anise', '10 whole cloves', '3 tbsp coriander seeds', '1 tbsp cumin seeds', '3 tbsp fennel seeds', '1 tsp black peppercorns', '1/2 piece nutmeg', '1 piece mace', '4 whole long black pepper (Piper Longum) (see notes)', '1/2 tsp black cumin seeds', '6 whole bay leaves', '4 whole red dried chilies', '1 tsp ginger powder', '3 tsp salt', '4 tsp red chili powder', '2 tsp turmeric powder', '2 tsp kashmiri chili powder', '5 lb beef shank (see notes)', '1 cup cooking oil', '5 tbsp garlic paste', '12 cups water', '1 cup whole wheat flour (see notes)', '2 whole onions', '2 whole lemons', '1/2 cup cilantro', '2 whole green chillies (see notes)', '2 inch ginger piece']","['Dry roast all of the whole spices in a nonstick frying pan for 2-5 minutes. Constantly stir to prevent burning and remove them from the pan as soon as they release their aroma.', 'Grind all of these spices to a fine powder and then mix them with the powder spices (see notes).', 'Heat 1/2 cup cooking oil in your pot.', 'Add and saute the garlic for 2-3 minutes.', 'Add the meat and the nalli (marrow bones) and roast till they are no longer red.', 'Add the ground spices and 10 cups of water and bring the mixture to a boil', 'Lower heat to medium and simmer for 4 hours.', 'Prepare a slurry with the remaining 2 cups of water and durum flour and add to the Nihari, constantly stirring to prevent any clumps forming. Cover and simmer for another 15 minutes (see notes)', 'Thinly slice and fry the onions in a 1/4 cup of oil to a dark brown. Pour the onions and oil on the Nihari and simmer for another 15 minutes.', 'Quarter the lemons.', 'Finely chop the cilantro.', 'Thinly slice the ginger.', 'Finely chop the green chilies.']",10.0,"15
minutes","4
hours","Breakfast, Main Course","{'Saturated Fat': '4 g', 'Polyunsaturated Fat': '7 g', 'Monounsaturated Fat': '17 g', 'Trans Fat': '0.1 g', 'Cholesterol': '53 mg', 'Sodium': '827 mg', 'Potassium': '760 mg', 'Fiber': '5 g', 'Sugar': '1 g', 'Vitamin A': '575 IU', 'Vitamin C': '4 mg', 'Calcium': '123 mg', 'Iron': '6 mg'}",dinner,main,maybe,maybe,6
Tandoori Chicken Recipe,"Try this delicious and easy Tandoori Chicken Recipe. Marinated in yogurt and spices, it's a healthy option for your weekly menu.",357.0,44.0,11.0,15.0,dinner,"['2.5 lb boneless chicken (see notes)', '1/4 cup avocado oil', '1 1/4 cup plain full fat yogurt (see notes)', '1 lemon', '1 tbsp ginger paste (see notes)', '1 tbsp garlic paste (see notes)', '2 tsp red chili powder', '2 tsp Kashmiri chili powder', '2.5 tsp salt', '2 tsp cumin powder', '2 tsp coriander powder', '1 tsp turmeric powder', '1 tsp garam masala', '1 tsp beetroot powder (optional)']","['Mix all of the above ingredients and then apply the mixture to the chicken pieces.', 'Marinate this for 30 minutes in the refrigerator.', 'Heat the grill pan and drizzle a little bit of the avocado oil on it.', 'Place the chicken pieces evenly on the pan and cook on each side for 10 minutes, or until the chicken is 165 degrees fahrenheit when checked with a meat thermometer.', 'Do this in batches, using the cooking oil as necessary, till all of the chicken is cooked.']",6.0,"10
minutes","20
minutes",Main Course,"{'Saturated Fat': '2 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '8 g', 'Trans Fat': '0.02 g', 'Cholesterol': '122 mg', 'Sodium': '1253 mg', 'Potassium': '959 mg', 'Fiber': '2 g', 'Sugar': '5 g', 'Vitamin A': '469 IU', 'Vitamin C': '16 mg', 'Calcium': '151 mg', 'Iron': '2 mg'}",dinner,main,yes,maybe,7
Pakistani Zucchini (Courgette) Curry,This Pakistani Zucchini (Courgette) Curry is made with air fried zucchini tossed in a tomato based curry and seasoned with pickling spices.,192.0,2.0,11.0,17.0,dinner,"['4 cups zuchinni', '1/4 cup cooking oil (see notes)', '3 tbsp cooking oil', '2 serrano chillies (see notes)', '1 tbsp panch phoran spice blend (see notes)', '1 yellow onion', '2 tsp garlic paste', '4 roma tomatoes', '1 tsp red chilli powder', '1 tsp salt', '1/4 tsp turmeric powder', '2 tsp mango pickle (see notes)', '1 lemon', '1/4 cup cilantro']","['Peel and cut the zucchini into half moon shapes and toss it with the 3 tablespoons extra virgin olive oil. (see notes)', 'Preheat the airfryer for 5 minutes at 350 degrees. (see notes)', 'Cook the courgette in the air fryer for 20 minutes, flipping the pieces halfway through.', 'Heat the 1/4 cup oil in a cooking pot and add the chopped onions.', ""Saute till they're medium brown and then add in the garlic."", 'After about 30 seconds, add the tomatoes, cover and cook the mixture on medium heat till the tomatoes start sweating and releasing water.', 'Uncover, turn flame on high and add the salt, red chilli powder and turmeric.', 'Cook the mixture for 10 minutes and then add in the chopped green chilies, followed by the panch phoron.', 'Add in the mango pickle and mix well.', 'Stir in the zucchini, the cumin seeds, cover and cook for 10 minutes. (see notes)', 'Add in the lemon juice and stir to mix. (see notes)', 'Uncover, stir in the Cilantro and serve with hot fresh Naan.']",6.0,"15
minutes","30
minutes",Main Course,"{'Saturated Fat': '1 g', 'Polyunsaturated Fat': '5 g', 'Monounsaturated Fat': '10 g', 'Trans Fat': '0.1 g', 'Sodium': '482 mg', 'Potassium': '412 mg', 'Fiber': '4 g', 'Sugar': '5 g', 'Vitamin A': '728 IU', 'Vitamin C': '34 mg', 'Calcium': '68 mg', 'Iron': '2 mg'}",lunch,side,yes,yes,8
Lentil Curry With Tamarind (Khatti Dal),"Lentil Curry With Tamarind (Khatti Dal) is made with red lentils, tamarind water, fresh ingredients, and a delicious blend of fragrant spices.",362.0,13.0,57.0,10.0,dinner,"['1.5 cups masoor daal (red lentils)', '4 cups water', '1.5 tsp ginger/garlic paste', '3 serrano chillies', '2 tomatoes', '3 tsp salt', '1 tsp red chilli powder', '1/2 tsp turmeric powder', '2 cups tamarind water (see notes)', '1/4 cup cooking oil (see notes)', '5 garlic cloves finely chopped', '1 tsp cumin seeds', '1 tsp mustard seeds', '15 curry leaves', '2 dry red chillies', '1/4 cup chopped cilantro']","['Combine the lentils, water, ginger/garlic paste, serrano chillies, tomatoes, salt, red chili powder and turmeric.', 'For INSTANT POT, cook on high pressure for 15 minutes and do a 5-minute release before venting and opening the lid.', 'For STOVE TOP, cook on high till the mixture begins to boil, and then cook on medium heat for 20 minutes till everything is tender and well blended. You should have a thin, soupy consistency by the end.', 'Add the tamarind water (or paste) at this point and mix well. (see notes)', 'In a small frying pan, heat 1/4 cup oil and saute the garlic cloves, cumin seeds, mustard seed, dry red chilies, and curry leaves (in that order) till everything is well roasted and aromatic.', 'Pour this tempering (oil included) over the lentil curry.', 'Garnish with cilantro and serve.']",6.0,"10
minutes","30
minutes","Appetizer, Main Course, Side Dish, Soup","{'Saturated Fat': '1 g', 'Polyunsaturated Fat': '3 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0.04 g', 'Sodium': '1269 mg', 'Potassium': '609 mg', 'Fiber': '16 g', 'Sugar': '24 g', 'Vitamin A': '646 IU', 'Vitamin C': '73 mg', 'Calcium': '73 mg', 'Iron': '5 mg'}",dinner,main,no,no,5
Dahi Bhalla (Dahi Bara),"This recipe includes tips and tricks to get fluffy, melt-in-your-mouth Dahi Bhalla (or Dahi Baray). The recipe is foolproof and tested to perfection.",100.0,5.0,13.0,4.0,afternoon_snack,"['0.04 cup + 0.33 tbsp maash ki dal (dhuli urad dal)', '0.33 tbsp chana dal (split gram lentils)', '0.13 cup water for soaking', '0.17 small garlic clove, roughly chopped', '0.04 inch ginger, roughly chopped', '0.04-0.08 tsp red chili powder', '0.08 tsp sea salt', '0.08 tsp cumin seeds added after blending', '0.13 tsp baking powder See Note 2', 'Neutral oil for frying', '0.33 cups plain whole-milk yogurt', '0.08 cup whole milk', '0.04 cup water', '0.33 tbsp cane sugar', '0.17-0.25 tsp chaat masala', '0.04 tsp red chili powder', '0.08 tsp sea salt', '0.33 tbsp red or sweet onion, quartered and thinly sliced or chopped for topping', 'chaat masala for topping', 'red chili powder or paprika for color']","['Soak Lentils: Combine lentils in a small bowl. Wash until the water runs clear, then drain the water. Add water for soaking (3/4 cup for 1 batch, 1 1/2 cup for double batch, 2 1/4 cup for triple batch). Cover and allow to soak at room temperature for at least 8 hours, up to 24 hours.', 'Prepare Batter (Blend): Strain the dals very well, reserving the dal water. Add dals to a blender along with 1/4 cup reserved dal water. Add garlic, ginger, red chili powder, and salt. Process for 2-3 minutes until smooth. The batter should be thick and smooth, thicker than pancake batter.', 'Whisk Batter: Transfer to a bowl or the bowl of a stand mixer. Add cumin seeds and baking powder. Whisk vigorously for 1 minute to aerate. Alternately, use a stand mixer with a whisk attachment for 1 minute. Test if a drop of batter floats on top of water.', 'Preheat oil: Heat a frying pan or heavy-bottomed pot over medium heat. Add oil to about 1.5-2 inches deep. Adjust heat to maintain medium heat (around 320-340°F).', 'Prepare Water Bath: Fill a large bowl with lukewarm water and set aside. Line a plate with paper towels.', 'Fry Bhallas: Drop 1 tbsp of batter into the hot oil. Fry, turning often, until golden all over (about 10 minutes). Transfer to the water bath and allow to soak for 15-20 minutes.', 'Prepare Yogurt: Whisk yogurt, milk, water, sugar, chaat masala, red chili powder, and salt until smooth. Adjust seasoning to taste.', 'Squeeze out water: Remove the bhallas from the water and squeeze them between your palms to drain water. Transfer to a serving platter and douse them with the prepared yogurt.', 'Serve: Allow the bhallas to rest for at least 30 minutes so they absorb the yogurt. Top with Imli ki Chutney, Green Chutney, red onions, chaat masala, red chili powder, and optional toppings like papri, pomegranate arils, and boiled potatoes. Serve cold or at room temperature.']",1.0,8 hours(soak time) 20 minutes,20 minutes,"Appetizer, Side Dish, Snack","{'Saturated Fat': '2 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '1 g', 'Cholesterol': '13 mg', 'Sodium': '491 mg', 'Potassium': '167 mg', 'Fiber': '2 g', 'Sugar': '9 g', 'Vitamin A': '165 IU', 'Vitamin C': '1 mg', 'Calcium': '167 mg', 'Iron': '1 mg'}",afternoon_snack,dessert,no,maybe,4
Pakistani Seekh Kebab (Ground Beef Skewers),"A simple, uncomplicated Seekh Kebab recipe made with ingredients you likely have on hand. This recipe includes tips on how to make flavorful, tender kebabs that don't break or fall off the skewers. Includes pan-frying, baking, and air-frying instructions.",339.0,21.0,4.0,26.0,dinner,"['2 tsp coriander seeds', '2 tsp cumin seeds', '1/2 small to medium (~75-85 g) yellow onion roughly chopped', '4 small (5 g) green chili peppers such as Thai Chili, sliced', '1/4 cup (~8 g) cilantro leaves', '2 tbsp (~2 g) mint leaves', '1 lb (454 g) ground beef 20% fat – not lean, or sub ground meat of choice', '1 1/4 tsp kosher salt See Note 1', '1 tbsp (5-6 cloves) crushed garlic', '3/4 tbsp crushed ginger', '1 tsp freshly ground black pepper', '1/2 tsp red chili flakes', '1 tsp garam masala See Note 1', '1 tsp papaya paste optional – for extra tender kebabs', 'neutral oil for searing, as needed']","['Heat a small skillet over medium heat. Add the cumin seeds and coriander seeds. Toast, stirring and shaking the skillet often, for 2-3 minutes. The seeds will deepen in color and become highly aromatic. Remove from heat, allow to cool slightly, and grind to a powder in a spice grinder or mortar and pestle.', 'Strain and pat out any excess moisture from the ground beef and place into a large bowl or bowl of a stand mixer. The kebab mixture should be as dry as possible to prevent any breaking.', 'Add the onion, cilantro, mint, and green chili peppers to a food processor. Using the pulse function, finely chop (but not blend) them to a coarse mixture (~17 pulses). You may need to pause and scrape down the sides in between. Remove the onion mixture, squeeze out the excess moisture between your hands, and add to the beef.', 'Add the salt, garlic, ginger, black pepper, red chili flakes, garam masala, toasted & ground cumin & coriander, and papaya paste (if using). Mix well.', 'Using gloved hands (do not use bare hands or the green chili may sting), knead for 3-4 minutes, until you begin to see a lacy, stringy texture (resha) of the meat. (Alternatively, you can use the paddle attachment of a food processor and knead on medium speed for 2 minutes.) The mixture should be homogenous instead of crumbly.', 'Cover the bowl and set aside for 30 minutes, or refrigerate up to overnight.', 'To test a piece for taste, heat a small pan over medium-high heat. Add a small amount of neutral oil and place a piece of the beef mixture on the pan to cook, turning over as needed. Taste and adjust salt and seasoning if desired.', 'Using oiled hands, take around 1/4 cup of the meat and form into a hearty round shape. Run the kebab skewers through the meat and use your hands to form a sausage-like shape around the skewer. It should come to 5-6 inches long.', 'For Pan-Frying: Heat a large, nonstick or cast iron skillet over medium or medium-high heat. Add enough oil to coat the bottom of the pan. When the oil is hot, place the kebabs on the pan, making sure not to crowd them. Use tongs to turn the kebabs frequently, making sure all sides are browned evenly. Cook for 6-7 minutes in total. If you have a meat thermometer, it should read at least 160°F. Transfer the kebabs to a large plate lined with a paper towel.', 'For Air-Frying: Place the kebabs in a single layer leaving room on both sides. Cook at 400°F for 4-5 min. Then turn and cook for another 3-4 minutes, until browned and cooked through.', 'For Baking: Preheat the oven to 430°F/220°C. Place one rack in the middle of the oven, and the other rack at top so that your sheet pan can be as close as possible to the heat source/broiler. Place the kebabs on a baking sheet lined with aluminum foil. Brush with oil or butter, if desired. Bake in the middle rack for 8-10 minutes, turning them over midway. Transfer the pan to the top rack.', 'Turn your broiler on High (550°F/287°C). Broil for 2 minutes. Then turn and broil for another 1-2 minutes.', 'To Serve: Serve immediately with cilantro mint raita/chutney, crunchy vegetables, and lemon wedges.']",10.0,30 minutes,20 minutes,"Main Course, Side Dish","{'Saturated Fat': '11 g', 'Cholesterol': '108 mg', 'Sodium': '734 mg', 'Potassium': '368 mg', 'Fiber': '1 g', 'Sugar': '1 g', 'Vitamin A': '260 IU', 'Vitamin C': '4 mg', 'Calcium': '38 mg', 'Iron': '3 mg'}",dinner,main,yes,no,5
The Best Chapli Kabab,A Chapli Kabab recipe that's simple and easy to make yet tastes like it's from an Afghan or Pakistani restaurant. This recipe includes tips on how to get them crisp and juicy without breaking or falling apart. Tested to perfection!,141.0,9.0,4.0,10.0,dinner,"['3 tbsp coriander seeds', '1 tbsp cumin seeds', '1/4 tsp carom seeds optional – use if you have it', '1.5-2 tbsp dried pomegranate seeds anardana – See Note 1', '3 tbsp (25 g) corn flour or gram flour (besan)', '1 lb (454 g) ground beef 20% fat – not lean', '1/2 medium to large (150 g) red onion very finely chopped', '2 (30 g) green onions both white & green parts, finely chopped', ""2-4 small (5 g) green chili peppers such as Thai/Bird's Eye Chili or Serrano, finely chopped"", '3-4 cloves garlic finely chopped or crushed', '1/2-3/4 inch ginger finely chopped or crushed', '1/4 cup (8-10 g) cilantro leaves fresh coriander, finely chopped', '1 tsp red chili flakes plus more to taste', '1/4 tsp red chili powder', '1/4 tsp ground black pepper', '1 1/2 tsp kosher salt or to taste', '1 egg whisked', '1 small (70-100 g) Roma tomato deseeded and very finely diced – discard excess pulp/juices, See Note 2', 'neutral oil for frying']","['Heat a small to medium skillet over medium-low heat. Add the coriander seeds, cumin seeds, and carom seeds (if using). Toast, stirring and shaking the skillet often, for 3-4 minutes. The seeds will deepen in color and become highly aromatic. Remove from heat and transfer to a spice grinder, food processor, or mortar and pestle. Add pomegranate seeds to the spice grinder. Pulse to roughly grind 4-5 times (you don’t want a fine powder, just roughly crushed seeds).', 'In the same skillet over medium heat, add the corn flour or chickpea flour. Toast until it deepens in color and smells toasty (~4-5 minutes). Turn off the heat and allow to cool.', 'In a medium bowl, add the ground beef along with the remaining ingredients (ground coriander mixture, toasted corn flour, red onion, green onion, green chili pepper, cilantro, garlic, ginger, red chili flakes, red chili powder, black pepper, salt, egg, and tomatoes (if using)).', 'Using gloved hands, knead for 3-4 minutes, until you begin to see a lacy, stringy texture (resha) of the meat. (Alternatively, you can use the paddle attachment of a stand mixer and knead on medium speed for 2-3 minutes.) The mixture should be homogenous instead of crumbly. Cover and set aside or refrigerate up to 24 hours.', 'Heat a cast iron skillet over high heat. Add enough oil to generously cover the bottom of the skillet.', 'To test a piece for taste, place a piece of the beef mixture on the pan to cook, turning over as needed. Taste and adjust salt and seasoning if desired.', 'Using oiled hands, take around 1/4 cup heaped (~90g) of the meat and form into a hearty round shape.', 'Option 1 – Place the round ball on the hot cast iron and use the flat part of a sturdy spatula to press it down until it is 4.5 inches in diameter and no more than 1/3-inch/¾-cm thick.', 'Option 2 – Use your hands to shape the patties until they’re 4.5 inches in diameter and no more than 1/3-inch/¾-cm thick. Place on hot pan.', 'Use a spoon or small spatula to flatten and spread (uneven sides add character!). Fry for 1 ½ to 2 minutes on each side, using your spatula or a spoon to push oil on top of the kabab. Do not overcook. You want it crispy and charred on the outside and just cooked on the inside. (Internal temp 160°F/71°C)', 'Flip over by lifting the kabab using a large spatula and small spatula to hold it in place (see video!). Transfer to a paper towel-lined plate. If the mixture is not binding well enough, add 1 tbsp of corn flour or gram flour. Fry remaining kababs, replacing the oil if it starts to darken.', 'Garnish with a sprinkle of ground coriander and cilantro. Serve immediately with mint raita and lemon on the side.']",10.0,20 minutes,20 minutes,"Main Course, Side Course, Snack","{'Saturated Fat': '4 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '4 g', 'Trans Fat': '1 g', 'Cholesterol': '49 mg', 'Sodium': '392 mg', 'Potassium': '202 mg', 'Fiber': '1 g', 'Sugar': '1 g', 'Vitamin A': '220 IU', 'Vitamin C': '3 mg', 'Calcium': '35 mg', 'Iron': '2 mg'}",dinner,main,yes,maybe,6
